ime,ulica,mesto,posta,regija,koordinate,center,dolzina,trajanje,pot
URBANIJA SAMO S.P.,Obrezija 18,Izlake,1411 Izlake,ZASAVSKA,46.15214774;14.93048801,0,56.56,34,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;9.72--RAZCEP ZADOBROVA;0.86--A1;31.98--TROJANE;0.14--V ZIDEH;0.23--PREDOR V ZIDEH;0.31--V ZIDEH;0.38--POLŠINA;0.46--HRASTNIK PRI TROJANAH;0.21--POLŠINA;0.01--HRASTNIK PRI TROJANAH;0.14--POLŠINA;0.47--HRASTNIK PRI TROJANAH;0.11--POLŠINA;0.02--HRASTNIK PRI TROJANAH;0.05--POLŠINA;0.04--HRASTNIK PRI TROJANAH;0.02--POLŠINA;0.07--HRASTNIK PRI TROJANAH;0.01--POLŠINA;0.13--OREHOVICA;1.64--PODLIPOVICA;0.69--MEDIJSKE TOPLICE;0.42--IZLAKE;0.71--OBREZIJA;0.11
VULKANIZERSTVO MAUSSER DANIJEL S.P.,Naselje Aleša Kaple 3 A,Hrastnik,1430 Hrastnik,ZASAVSKA,46.14208453;15.08507686,0,76.99,54,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;9.72--RAZCEP ZADOBROVA;0.86--A1;31.98--TROJANE;0.14--V ZIDEH;0.23--PREDOR V ZIDEH;0.31--V ZIDEH;0.38--POLŠINA;0.46--HRASTNIK PRI TROJANAH;0.21--POLŠINA;0.01--HRASTNIK PRI TROJANAH;0.14--POLŠINA;0.47--HRASTNIK PRI TROJANAH;0.11--POLŠINA;0.02--HRASTNIK PRI TROJANAH;0.05--POLŠINA;0.04--HRASTNIK PRI TROJANAH;0.02--POLŠINA;0.07--HRASTNIK PRI TROJANAH;0.01--POLŠINA;0.13--OREHOVICA;1.64--PODLIPOVICA;0.69--MEDIJSKE TOPLICE;0.42--IZLAKE;0.71--OBREZIJA;0.79--SPODNJE IZLAKE;0.96--IZLAKE;0.32--LOKE PRI ZAGORJU;0.99--BOROVNIŠKO NASELJE;0.48--TRG POHORSKEGA BATALJONA;0.17--RUDARSKA CESTA;0.08--PETELINKARJEVA CESTA;0.38--PODKRAJ PRI ZAGORJU;0.11--LOKE PRI ZAGORJU;0.04--PODKRAJ PRI ZAGORJU;0.4--LOKE PRI ZAGORJU;0.48--PODVINE;0.61--KOPALIŠKA ULICA;0.67--PREČNA POT;0.06--CESTA ZMAGE;0.79--KOLODVORSKA CESTA;1.03--ŠKLENDROVEC;0.97--ZAVRŠJE;2.44--TRBOVLJE;2.34--ZASAVSKA CESTA;0.3--TRBOVLJE;0.24--DOBOVEC;1.25--PODKRAJ;1.63--GRAJSKA POT;0.35--CESTA 1. MAJA;2.44--NASELJE ALEŠA KAPLE;0.23
AVTO MALI AVTOSERVIS IN VULKANIZERSTVO D.O.O.,Belokranjska cesta 22,Črnomelj,8340 Črnomelj,JUGOVZHODNA,45.58054511;15.19666408,0,103.39,73,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;2.35--A1:A2;8.24--A2;54.81--NOVO MESTO - ZAHOD;0.24--NOVO MESTO;0.73--LJUBLJANSKA CESTA;1.56--MUHABER;0.06--LJUBLJANSKA CESTA;2.41--ŠMIHELSKI MOST;0.11--ŠMIHELSKA CESTA;0.6--ŠMIHEL;2.27--ŠKRJANČE PRI NOVEM MESTU;1.25--STRANSKA VAS;1.2--BIRČNA VAS;2.92--URŠNA SELA;1.31--LJUBEN;1.63--MAKUTE;0.39--VAŠKA CESTA;2.97--LAZE;1.39--ROŽNI DOL;2.83--PRELOGE;0.18--ROŽNI DOL;0.06--PRELOGE;0.01--ROŽNI DOL;0.14--PRELOGE;0.16--POTOKI;0.03--PRELOGE;1.98--SEMIČ;0.76--GABER;0.23--K TAJČBIRTU;0.8--KOT;0.95--SEMIČ;0.3--RUČETNA VAS;0.95--MIHELJA VAS;0.47--GORNJA PAKA;0.03--MIHELJA VAS;0.12--GORNJA PAKA;0.21--PETROVA VAS;0.01--GORNJA PAKA;0.05--PETROVA VAS;0.08--GORNJA PAKA;0.07--ROŽANEC;0.09--GORNJA PAKA;0.17--ROŽANEC;0.01--GORNJA PAKA;0.53--LOKVE;2.26--ULICA 21. OKTOBRA;0.92--ULICA PADLIH BORCEV;0.14--SEMIŠKA CESTA;0.16--METLIŠKA CESTA;0.43--BELOKRANJSKA CESTA;0.07
"AVTO MOTO EKSPERT, AVTO STORITVE, DEJAN KOS S.P.",Prigorica 98,Prigorica,1331 Dolenja vas,JUGOVZHODNA,45.71449882;14.74704086,0,56.62,47,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;2.35--A1:A2;8.24--A2;5.54--ŠMARJE-SAP;0.41--MALI VRH PRI ŠMARJU;0.07--RIMSKA CESTA;0.1--TLAKE;1.24--ŠMARSKA CESTA;0.78--KOČEVSKA CESTA;1.51--GUMNIŠČE;1.14--KOČEVSKA CESTA;2.03--SMRJENE;1.8--KOČEVSKA CESTA;1.69--VRH NAD ŽELIMLJAMI;0.87--ŽELIMLJE;0.01--VRH NAD ŽELIMLJAMI;0.37--ŽELIMLJE;0.66--VELIKI LOČNIK;0.78--TURJAK;0.15--MALI LOČNIK;1.34--SLOKA GORA;0.19--TURJAK;1.63--PRAZNIKI;0.12--LAPORJE;0.96--RAŠICA;1.75--MALE LAŠČE;1.24--VELIKE LAŠČE;0.32--TRUBARJEVA CESTA;1.21--VELIKE LAŠČE;0.27--SROBOTNIK PRI VEL. LAŠČAH;0.08--VELIKE LAŠČE;0.05--SROBOTNIK PRI VEL. LAŠČAH;0.23--DOLNJE RETJE;0.56--GORNJE RETJE;0.58--PRILESJE;1.34--GORENJE PODPOLJANE;0.28--PRILESJE;0.05--GORENJE PODPOLJANE;0.2--DOLENJE PODPOLJANE;0.78--PRAPROČE;0.4--ORTNEK;1.12--DULE;0.03--ORTNEK;0.03--DULE;0.05--ORTNEK;1.28--DULE;0.3--ORTNEK;0.29--VIADUKT ŽLEBIČ;0.1--ŽLEBIČ;1.37--BREŽE;0.57--CESTA I;1.07--BREG PRI RIBNICI NA DOL.;0.67--GORENJSKA CESTA;1.31--KOLODVORSKA ULICA;0.06--ŠKRABČEV TRG;0.37--ŠEŠKOVA ULICA;0.15--HROVAČA;0.6--GORIČA VAS;1.07--NEMŠKA VAS;0.84--PRIGORICA;0.27
AVTOCENTER BRDAR D.O.O.,Birčna vas 66,Birčna vas,8000 Novo mesto,JUGOVZHODNA,45.75077024;15.14567403,0,79.22,48,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;2.35--A1:A2;8.24--A2;54.81--NOVO MESTO - ZAHOD;0.24--NOVO MESTO;0.73--LJUBLJANSKA CESTA;1.56--MUHABER;0.06--LJUBLJANSKA CESTA;2.41--ŠMIHELSKI MOST;0.11--ŠMIHELSKA CESTA;0.6--ŠMIHEL;2.27--ŠKRJANČE PRI NOVEM MESTU;1.25--STRANSKA VAS;1.2--BIRČNA VAS;1.64
AVTOELEKTRIKA-VULKANIZERSTVO KAREL OBLAK S.P.,Potok 5 A,Potok,8351 Straža,JUGOVZHODNA,45.78685529;15.11168629,0,76.89,45,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;2.35--A1:A2;8.24--A2;54.81--NOVO MESTO - ZAHOD;0.24--NOVO MESTO;0.73--LJUBLJANSKA CESTA;1.56--MUHABER;0.06--LJUBLJANSKA CESTA;2.41--ŠMIHELSKI MOST;0.11--ŠMIHELSKA CESTA;0.05--TOPLIŠKA CESTA;1.49--NOVO MESTO;0.39--SREBRNIČE;2.13--POTOK;0.55
AVTOLIČARSTVO ZDENKO TURK S.P.,Dolenje Kronovo 5,Dolenje Kronovo,8220 Šmarješke Toplice,JUGOVZHODNA,45.85584787;15.25414734,0,77.07,40,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;2.35--A1:A2;8.24--A2;63.43--KRONOVO;0.22--PRIKLJUČEK KRONOVO;0.36--GORENJE KRONOVO;0.1--DOLENJE KRONOVO;0.59
AVTOMEHANIKA JURIJ MURN S.P.,Resslova ulica 4,Novo mesto,8000 Novo mesto,JUGOVZHODNA,45.80034374;15.16944991,0,74.38,41,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;2.35--A1:A2;8.24--A2;57.09--NOVO MESTO - VZHOD;0.11--PRIKLJUČEK NOVO MESTO - VZHOD;0.23--NA BREZOVICI;0.33--ZAGREBŠKA CESTA;0.97--ANDRIJANIČEVA CESTA;1.05--LEVIČNIKOVA CESTA;0.32--RAGOVO;0.71--RAGOVSKA ULICA;0.45--JAKČEVA ULICA;0.26--KANDIJSKA CESTA;0.37--NAD MLINI;0.13
"AVTOPREVOZNIŠTVO, VULKANIZERSTVO MARJAN MEDOŠ S.P.",Obrh pri Dragatušu 9,Obrh pri Dragatušu,8343 Dragatuš,JUGOVZHODNA,45.51543609;15.1660874,0,111.27,81,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;2.35--A1:A2;8.24--A2;54.81--NOVO MESTO - ZAHOD;0.24--NOVO MESTO;0.73--LJUBLJANSKA CESTA;1.56--MUHABER;0.06--LJUBLJANSKA CESTA;2.41--ŠMIHELSKI MOST;0.11--ŠMIHELSKA CESTA;0.6--ŠMIHEL;2.27--ŠKRJANČE PRI NOVEM MESTU;1.25--STRANSKA VAS;1.2--BIRČNA VAS;2.92--URŠNA SELA;1.31--LJUBEN;1.63--MAKUTE;0.39--VAŠKA CESTA;2.97--LAZE;1.39--ROŽNI DOL;2.83--PRELOGE;0.18--ROŽNI DOL;0.06--PRELOGE;0.01--ROŽNI DOL;0.14--PRELOGE;0.16--POTOKI;0.03--PRELOGE;1.98--SEMIČ;0.76--GABER;0.23--K TAJČBIRTU;0.8--KOT;0.95--SEMIČ;0.3--RUČETNA VAS;0.95--MIHELJA VAS;0.47--GORNJA PAKA;0.03--MIHELJA VAS;0.12--GORNJA PAKA;0.21--PETROVA VAS;0.01--GORNJA PAKA;0.05--PETROVA VAS;0.08--GORNJA PAKA;0.07--ROŽANEC;0.09--GORNJA PAKA;0.17--ROŽANEC;0.01--GORNJA PAKA;0.53--LOKVE;2.26--ULICA 21. OKTOBRA;0.29--ČRNOMALJSKA OBVOZNICA;1.37--ULICA HEROJA STARIHA;0.05--ČRNOMALJSKA OBVOZNICA;0.94--KOČEVJE;0.45--KANIŽARICA;0.02--KOČEVJE;0.01--KANIŽARICA;1.55--DRAGOVANJA VAS;0.15--KVASICA;0.03--DRAGOVANJA VAS;0.6--KVASICA;0.13--DRAGOVANJA VAS;0.07--KVASICA;1.4--TANČA GORA;0.01--SELA PRI DRAGATUŠU;0.03--TANČA GORA;0.06--SELA PRI DRAGATUŠU;0.4--BREZNIK;0.11--SELA PRI DRAGATUŠU;0.32--BREZNIK;0.04--SELA PRI DRAGATUŠU;0.02--DRAGATUŠ;0.13--OBRH PRI DRAGATUŠU;0.07--DRAGATUŠ;0.56--OBRH PRI DRAGATUŠU;0.79
AVTOSERVIS ANTON PLUT S.P.,Božakovo 32 A,Božakovo,8330 Metlika,JUGOVZHODNA,45.64462833;15.37413427,0,105.29,72,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;2.35--A1:A2;8.24--A2;57.09--NOVO MESTO - VZHOD;0.11--PRIKLJUČEK NOVO MESTO - VZHOD;0.23--NA BREZOVICI;0.33--ZAGREBŠKA CESTA;0.97--ANDRIJANIČEVA CESTA;1.05--LEVIČNIKOVA CESTA;1.77--BELOKRANJSKA CESTA;2.65--ČRMOŠNJICE PRI STOPIČAH;1.5--DOLNJA TEŽKA VODA;1.48--KOROŠKA VAS;1.82--VINJA VAS;5.51--PRELAZ VAHTA;0.41--IGLENIK;0.66--JUGORJE PRI METLIKI;1.36--BOŽIČ VRH;0.38--ŠKEMLJEVEC;0.49--DOLE;0.03--MAČKOVEC PRI SUHORJU;0.02--DOLE;1.34--HRAST PRI JUGORJU;0.97--BEREČA VAS;0.88--DOLNJI SUHOR PRI METLIKI;0.34--BEREČA VAS;1.11--BUŠINJA VAS;0.3--DOLNJA LOKVICA;0.91--GORNJA LOKVICA;0.32--TRNOVEC;1.24--METLIKA;0.04--BOČKA;1.32--CESTA XV. BRIGADE;1.13--CESTA BRATSTVA IN ENOTNOSTI;0.13--CANKARJEVA CESTA;0.34--BADOVINČEVA ULICA;0.08--VEJAR;0.19--CANKARJEVA CESTA;0.18--ROSALNICE;1.39--RADOVIČI;1.19--ŽELEBEJ;1.16--BOŽAKOVO;0.51
"AVTOSERVIS OSMAK D.O.O.,",Kolodvorska cesta 16,Kočevje,1330 Kočevje,JUGOVZHODNA,45.64651494;14.85621439,0,68.93,58,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;2.35--A1:A2;8.24--A2;5.54--ŠMARJE-SAP;0.41--MALI VRH PRI ŠMARJU;0.07--RIMSKA CESTA;0.1--TLAKE;1.24--ŠMARSKA CESTA;0.78--KOČEVSKA CESTA;1.51--GUMNIŠČE;1.14--KOČEVSKA CESTA;2.03--SMRJENE;1.8--KOČEVSKA CESTA;1.69--VRH NAD ŽELIMLJAMI;0.87--ŽELIMLJE;0.01--VRH NAD ŽELIMLJAMI;0.37--ŽELIMLJE;0.66--VELIKI LOČNIK;0.78--TURJAK;0.15--MALI LOČNIK;1.34--SLOKA GORA;0.19--TURJAK;1.63--PRAZNIKI;0.12--LAPORJE;0.96--RAŠICA;1.75--MALE LAŠČE;1.24--VELIKE LAŠČE;0.32--TRUBARJEVA CESTA;1.21--VELIKE LAŠČE;0.27--SROBOTNIK PRI VEL. LAŠČAH;0.08--VELIKE LAŠČE;0.05--SROBOTNIK PRI VEL. LAŠČAH;0.23--DOLNJE RETJE;0.56--GORNJE RETJE;0.58--PRILESJE;1.34--GORENJE PODPOLJANE;0.28--PRILESJE;0.05--GORENJE PODPOLJANE;0.2--DOLENJE PODPOLJANE;0.78--PRAPROČE;0.4--ORTNEK;1.12--DULE;0.03--ORTNEK;0.03--DULE;0.05--ORTNEK;1.28--DULE;0.3--ORTNEK;0.29--VIADUKT ŽLEBIČ;0.1--ŽLEBIČ;1.37--BREŽE;0.57--CESTA I;1.07--BREG PRI RIBNICI NA DOL.;0.67--GORENJSKA CESTA;1.31--KOLODVORSKA ULICA;0.06--ŠKRABČEV TRG;0.37--ŠEŠKOVA ULICA;0.15--HROVAČA;0.6--GORIČA VAS;1.07--NEMŠKA VAS;0.84--PRIGORICA;0.97--ZA VODO;0.34--DOLENJA VAS;1.96--RAKITNICA;0.38--DOLENJA VAS;0.37--GORNJE LOŽINE;1.96--DOLNJE LOŽINE;0.14--GORNJE LOŽINE;0.33--DOLNJE LOŽINE;0.51--NOVE LOŽINE;0.13--MRTVICE;0.05--NOVE LOŽINE;0.01--MRTVICE;1.87--SLOVENSKA VAS;0.13--STARA CERKEV;0.11--SLOVENSKA VAS;0.29--STARA CERKEV;0.13--SLOVENSKA VAS;0.5--BREG PRI KOČEVJU;0.99--PODJETNIŠKO NASELJE KOČEVJE;0.59--LJUBLJANSKA CESTA;0.48--KOČEVJE;0.0--KOLODVORSKA CESTA;0.32
AVTOSERVIS ROBERT BELŠAK S.P.,Mali Slatnik 45,Mali Slatnik,8000 Novo mesto,JUGOVZHODNA,45.80958162;15.20420547,0,76.4,43,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;2.35--A1:A2;8.24--A2;57.09--NOVO MESTO - VZHOD;0.11--PRIKLJUČEK NOVO MESTO - VZHOD;0.23--NA BREZOVICI;0.33--ZAGREBŠKA CESTA;0.97--ANDRIJANIČEVA CESTA;1.05--LEVIČNIKOVA CESTA;1.77--ŠENTJERNEJSKA CESTA;1.68--SMOLENJA VAS;0.64--MALI SLATNIK;0.17
AVTOSERVIS STIBRIČ ANDREJ STIBRIČ S.P.,Bršljin 41,Novo mesto,8000 Novo mesto,JUGOVZHODNA,45.81464557;15.14728382,0,71.14,39,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;2.35--A1:A2;8.24--A2;54.81--NOVO MESTO - ZAHOD;0.24--NOVO MESTO;0.73--LJUBLJANSKA CESTA;1.56--MUHABER;0.78--STRAŠKA CESTA;0.64--BRŠLJIN;0.03
AVTOTRANSPORTI ZUPANČIČ D.O.O.,Livada 1 A,Novo mesto,8000 Novo mesto,JUGOVZHODNA,45.81921414;15.14913627,0,71.04,39,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;2.35--A1:A2;8.24--A2;54.81--NOVO MESTO - ZAHOD;0.24--NOVO MESTO;0.73--LJUBLJANSKA CESTA;1.56--MUHABER;0.78--STRAŠKA CESTA;0.29--LIVADA;0.28
BARTOG D.O.O.,Obrtniška ulica 18,Trebnje,8210 Trebnje,JUGOVZHODNA,45.90843501;15.02504568,0,54.9,32,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;2.35--A1:A2;8.24--A2;36.86--TREBNJE - ZAHOD;0.19--PRIKLJUČEK TREBNJE - ZAHOD;0.39--BREZA;0.64--ŠTEFAN PRI TREBNJEM;0.96--BENEČIJA;0.9--CESTA VILME BUKOVEC;1.89--METELKOVA ULICA;0.52--OBRTNIŠKA ULICA;0.18
"BRUMA VULKANIZERSTVO IN PRODAJA AVTOPLAŠČEV, MATIJA BRUNSKOLE S.P.",Hrast pri Jugorju 1 A,Hrast pri Jugorju,8331 Suhor,JUGOVZHODNA,45.69263776;15.25929511,0,92.05,58,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;2.35--A1:A2;8.24--A2;57.09--NOVO MESTO - VZHOD;0.11--PRIKLJUČEK NOVO MESTO - VZHOD;0.23--NA BREZOVICI;0.33--ZAGREBŠKA CESTA;0.97--ANDRIJANIČEVA CESTA;1.05--LEVIČNIKOVA CESTA;1.77--BELOKRANJSKA CESTA;2.65--ČRMOŠNJICE PRI STOPIČAH;1.5--DOLNJA TEŽKA VODA;1.48--KOROŠKA VAS;1.82--VINJA VAS;5.51--PRELAZ VAHTA;0.41--IGLENIK;0.66--JUGORJE PRI METLIKI;1.36--BOŽIČ VRH;0.38--ŠKEMLJEVEC;0.49--DOLE;0.03--MAČKOVEC PRI SUHORJU;0.02--DOLE;1.34--HRAST PRI JUGORJU;0.51
FINING MARJETA SMOLIČ S.P.,Dobrava 22,Dobrava,8211 Dobrnič,JUGOVZHODNA,45.52952214;13.62602613,0,107.12,54,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.31--A1;92.19--BERTOKI;1.69--KOPER;3.27--ISTRSKA CESTA;0.26--PREDOR MARKOVEC;2.16--IZOLA;3.73--JAGODJE;1.66--DOBRAVA;0.66
"IZPUH CENTER, SERVIS IN PRODAJA IZPUŠNIH SISTEMOV D.O.O.",Puščava 33,Puščava,8230 Mokronog,JUGOVZHODNA,45.95642861;15.12224948,0,66.07,42,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;2.35--A1:A2;8.24--A2;36.86--TREBNJE - ZAHOD;0.19--PRIKLJUČEK TREBNJE - ZAHOD;0.39--BREZA;0.64--ŠTEFAN PRI TREBNJEM;0.96--BENEČIJA;0.9--CESTA VILME BUKOVEC;1.89--METELKOVA ULICA;1.44--GORENJE MEDVEDJE SELO;0.43--DOL PRI TREBNJEM;1.55--GOMILA;1.22--BREZOVICA PRI MIRNI;0.6--MIRNA;0.91--GLAVNA CESTA;0.83--MIRNA;0.41--TRSTENIK;0.55--STRAŽA;0.51--SLOVENSKA VAS;0.45--RAKOVNIK PRI ŠENTRUPERTU;1.12--PRELESJE;0.53--BISTRICA;0.9--PUŠČAVA;0.13--BISTRICA;0.05--PUŠČAVA;0.24
"M AVTO, VZDRŽEVANJE VOZIL, D.O.O.",Bela Cerkev 14 B,Bela Cerkev,8220 Šmarješke Toplice,JUGOVZHODNA,45.86897457;15.27414646,0,79.66,44,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;2.35--A1:A2;8.24--A2;63.43--KRONOVO;0.22--PRIKLJUČEK KRONOVO;0.36--GORENJE KRONOVO;0.1--DOLENJE KRONOVO;0.71--DRUŽINSKA VAS;1.42--BELA CERKEV;1.04
PNEUMA CENTER TONE KOS S.P.,Martinja vas pri Mokronogu 39,Martinja vas pri Mokronogu,8230 Mokronog,JUGOVZHODNA,45.9517055;15.12966908,0,66.91,43,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;2.35--A1:A2;8.24--A2;36.86--TREBNJE - ZAHOD;0.19--PRIKLJUČEK TREBNJE - ZAHOD;0.39--BREZA;0.64--ŠTEFAN PRI TREBNJEM;0.96--BENEČIJA;0.9--CESTA VILME BUKOVEC;1.89--METELKOVA ULICA;1.44--GORENJE MEDVEDJE SELO;0.43--DOL PRI TREBNJEM;1.55--GOMILA;1.22--BREZOVICA PRI MIRNI;0.6--MIRNA;0.91--GLAVNA CESTA;0.83--MIRNA;0.41--TRSTENIK;0.55--STRAŽA;0.51--SLOVENSKA VAS;0.45--RAKOVNIK PRI ŠENTRUPERTU;1.12--PRELESJE;0.53--BISTRICA;0.9--PUŠČAVA;0.13--BISTRICA;0.05--PUŠČAVA;0.84--SLEPŠEK;0.08--MARTINJA VAS PRI MOKRONOGU;0.16
PRIJATELJ PETER S.P.,Rakovnik pri Šentrupertu 11,Rakovnik pri Šentrupertu,8232 Šentrupert,JUGOVZHODNA,45.96155897;15.09212225,0,63.49,40,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;2.35--A1:A2;8.24--A2;36.86--TREBNJE - ZAHOD;0.19--PRIKLJUČEK TREBNJE - ZAHOD;0.39--BREZA;0.64--ŠTEFAN PRI TREBNJEM;0.96--BENEČIJA;0.9--CESTA VILME BUKOVEC;1.89--METELKOVA ULICA;1.44--GORENJE MEDVEDJE SELO;0.43--DOL PRI TREBNJEM;1.55--GOMILA;1.22--BREZOVICA PRI MIRNI;0.6--MIRNA;0.91--GLAVNA CESTA;0.83--MIRNA;0.41--TRSTENIK;0.55--STRAŽA;0.51--SLOVENSKA VAS;0.45--RAKOVNIK PRI ŠENTRUPERTU;0.39
SERVIS IN OBNOVA ZAVOR IGOR JENIČ S.P.,Rajnovšče 6,Rajnovšče,8000 Novo mesto,JUGOVZHODNA,45.76372729;15.17746289,0,78.4,45,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;2.35--A1:A2;8.24--A2;57.09--NOVO MESTO - VZHOD;0.11--PRIKLJUČEK NOVO MESTO - VZHOD;0.23--NA BREZOVICI;0.33--ZAGREBŠKA CESTA;0.97--ANDRIJANIČEVA CESTA;1.05--LEVIČNIKOVA CESTA;1.77--BELOKRANJSKA CESTA;3.76--;0.2--RAJNOVŠČE;0.54
"TIMI SERVIS VOZIL, AVTOELEKTRIKA, TRGOVINA, D.O.O.",Smolenja vas 10 A,Smolenja vas,8000 Novo mesto,JUGOVZHODNA,45.80900901;15.2023763,0,76.31,43,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;2.35--A1:A2;8.24--A2;57.09--NOVO MESTO - VZHOD;0.11--PRIKLJUČEK NOVO MESTO - VZHOD;0.23--NA BREZOVICI;0.33--ZAGREBŠKA CESTA;0.97--ANDRIJANIČEVA CESTA;1.05--LEVIČNIKOVA CESTA;1.77--ŠENTJERNEJSKA CESTA;1.68--SMOLENJA VAS;0.72
"VAPP PEZDIRC VULKANIZERSTVO, AVTOPRALNICA, PREVOZNIŠTVO IN SERVIS - MARJAN PEZDIRC S.P.",Podzemelj 1 A,Podzemelj,8332 Gradac,JUGOVZHODNA,45.61147938;15.27207286,0,105.73,71,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;2.35--A1:A2;8.24--A2;57.09--NOVO MESTO - VZHOD;0.11--PRIKLJUČEK NOVO MESTO - VZHOD;0.23--NA BREZOVICI;0.33--ZAGREBŠKA CESTA;0.97--ANDRIJANIČEVA CESTA;1.05--LEVIČNIKOVA CESTA;1.77--BELOKRANJSKA CESTA;2.65--ČRMOŠNJICE PRI STOPIČAH;1.5--DOLNJA TEŽKA VODA;1.48--KOROŠKA VAS;1.82--VINJA VAS;5.51--PRELAZ VAHTA;0.41--IGLENIK;0.66--JUGORJE PRI METLIKI;1.36--BOŽIČ VRH;0.38--ŠKEMLJEVEC;0.49--DOLE;0.03--MAČKOVEC PRI SUHORJU;0.02--DOLE;1.34--HRAST PRI JUGORJU;0.97--BEREČA VAS;0.88--DOLNJI SUHOR PRI METLIKI;0.34--BEREČA VAS;1.11--BUŠINJA VAS;0.3--DOLNJA LOKVICA;0.91--GORNJA LOKVICA;0.32--TRNOVEC;1.24--METLIKA;0.04--BOČKA;1.32--CESTA XV. BRIGADE;1.13--METLIKA;0.58--KRIŽEVSKA VAS;2.13--PRIMOSTEK;1.08--GRM PRI PODZEMLJU;0.38--OTOK;0.05--GRM PRI PODZEMLJU;0.8--PODZEMELJ;0.57
VIDIC CENTER D.O.O.,Ljubljanska cesta 91,Novo mesto,8000 Novo mesto,JUGOVZHODNA,45.82878694;15.15662741,0,69.03,36,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;2.35--A1:A2;8.24--A2;54.81--NOVO MESTO - ZAHOD;0.24--NOVO MESTO;0.73--LJUBLJANSKA CESTA;0.9
VULKANIZERSTVO ANŽIČEK JOŽE ANŽIČEK S.P.,Straža 24 A,Straža,8232 Šentrupert,JUGOVZHODNA,45.96214476;15.07907934,0,62.61,40,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;2.35--A1:A2;8.24--A2;36.86--TREBNJE - ZAHOD;0.19--PRIKLJUČEK TREBNJE - ZAHOD;0.39--BREZA;0.64--ŠTEFAN PRI TREBNJEM;0.96--BENEČIJA;0.9--CESTA VILME BUKOVEC;1.89--METELKOVA ULICA;1.44--GORENJE MEDVEDJE SELO;0.43--DOL PRI TREBNJEM;1.55--GOMILA;1.22--BREZOVICA PRI MIRNI;0.6--MIRNA;0.91--GLAVNA CESTA;0.83--MIRNA;0.41--TRSTENIK;0.57--STRAŽA;0.45
VULKANIZERSTVO BOŠTJAN KONCILJA S.P.,Dobrnič 1,Dobrnič,8211 Dobrnič,JUGOVZHODNA,45.87554852;14.97527983,0,57.5,35,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;2.35--A1:A2;8.24--A2;36.86--TREBNJE - ZAHOD;0.19--PRIKLJUČEK TREBNJE - ZAHOD;0.39--BREZA;0.64--ŠTEFAN PRI TREBNJEM;0.96--BENEČIJA;0.9--CESTA VILME BUKOVEC;0.16--POD GRADOM;0.23--;1.68--GRMADA;0.68--VAVPČA VAS PRI DOBRNIČU;0.2--;1.13--GORENJA VAS;0.66--DOBRNIČ;0.45
